2016-07-18 21:57:52	RT @BettyBowers Melania Trump: Donald is very loyal to his family. Other Two Wives: Whaaaaaat? #RNCinCLE
2016-07-18 21:20:53	Trump campaign chief: Kasich 'embarrassing' Ohio https://t.co/GWEArSM4Ok
2016-07-18 16:44:53	RT @IngrahamAngle Imagine what #NeverTrump types would be saying if Trump lost outright, & yet his delegates were ball-babying at the RNC?? #GetOverIt
2016-07-18 06:32:10	RT @irritatedwoman Law & Order Becomes Major Theme of Republican Convention - Byron York, Examiner The Trump campaign set "Make Am... https://t.co/sPoVtvUVz1
2016-07-18 12:05:55	This tweet has been removed in accordance with Twitter's policy. Twitter requires all its partners to remove tweets from their systems as soon as they are deleted on Twitter itself.
2016-07-18 22:40:55	Mike Pence looks at Donald and Melania Trump like he has great love and admiration for them. (Or gratitude at being picked?)
2016-07-18 19:29:21	RT @stuartpstevens At Thanksgiving, John Kasich will be governor of Ohio. Donald Trump will be giving depositions in fraud cases. https://t.co/fha6FWySc1
2016-07-18 18:37:59	RT @TSTpolitics "Kick my dog 4 Trump" #RNCinCLE @ToddDracula https://t.co/SpUXOpAbg4
2016-07-18 14:44:57	RT @politicususa The Real Author Of The Art Of The Deal Says Trump Win Lead To The End Of Civilization @politicususa https://t.co/LOynEVGxvs #p2 #p2b #ctl
2016-07-18 10:51:42	RT @longwall26 Exclusive first pic of the Trump Campaign arriving at #RNCinCLE https://t.co/xWXa0WDjMk
2016-07-18 21:52:03	RT @marilyncole5 @EjHirschberger @MikeDollins @RealStrategyFan There will be more dead police if Hillary wins. Get out and vote Trump!!!
2016-07-18 21:35:31	Is she talking about the same Donald Trump we know? #RNC2016
2016-07-18 21:27:15	RT @WesleyLowery Trump came out the gate like he was about to announce he's challenging Stone Cold to a heavyweight title bout at Wrestlemania
2016-07-18 19:11:27	RT @PolitiFact Trump says "there's something going on" with Obama and cops. Our check found consistent expressions of support: https://t.co/7xDBHcNMwe
2016-07-18 08:49:40	RT @LaurenWern Here's Donald Trump defending CONVICTED rapist Mike Tyson + undermining the rape victim. https://t.co/jGYS1zrfjK
2016-07-18 22:30:46	RT @MattBellassai @KimKardashian girl what do you have on trump do him next
2016-07-18 22:08:50	RT @guypbenson Mrs. Trump doing really well here. One of the best-crafted speeches of the evening.
2016-07-18 07:58:10	RT @HillaryClinton "I think the Party is about to make a terrible mistake in Cleveland." A confession from a Republican on Trump: https://t.co/o6hvBy05t2
2016-07-18 21:48:42	RT @LibyaLiberty Also,how can you trust the judgement of a person who willingly married Donald Trump? https://t.co/AWWyRdUIxp
2016-07-18 21:31:29	RT @MikeBates Mrs Trump says the other GOP candidates deserve respect. Hasn't she heard? They're losers, liars, morons, idiots, zeroes, p******, etc?
2016-07-18 22:47:06	ChicagoBill Notes: Trump Hits Kasich: If I’d Got Beaten That Badly in the Primary, I Wouldn’t Go to the RNC E... https://t.co/7587Mjkuxm
2016-07-18 18:41:36	RT @HillaryClinton "Donald Trump lost control of his own convention before it even started." #RNCinCLE https://t.co/esmsUx29iH
2016-07-18 18:49:11	This tweet has been removed in accordance with Twitter's policy. Twitter requires all its partners to remove tweets from their systems as soon as they are deleted on Twitter itself.
2016-07-18 10:34:30	RT @DanForrestMusic Would you like to know what the author who co-wrote "The Art of the Deal" really thinks about Donald Trump? https://t.co/lJYq28oBN9
2016-07-18 09:29:19	RT @ChuckNellis Trump is so Liberal he makes McCain look Conservative! #DelegatesUnbound #DumpTrump #NeverTrump https://t.co/96CEhEwmlq
2016-07-18 17:37:02	@Woolyzmum @sousa_jeremy @BettyBowers I don't like trump but you shouldn't spread lies about his wife
2016-07-18 18:45:50	Variety : Antonio Sabato Jr. Doesn’t Care if Supporting Donald Trump Hurts His Career https://t.co/1MJTfBSaRF
2016-07-18 18:11:46	RT @ckmcdonough @devilradio there is an alternative to going into a very tight election. #Bernie2016 would mop the floor with Trump. #StillSanders #NotMeUs
2016-07-18 19:16:31	RT @AntDeRosa "He voted for the war in Iraq." - Stahl "I don't care." - Trump https://t.co/1c9EjKP8aH
2016-07-18 09:52:40	He's a terrible, no good, horrible person. Stand against Trump and everything he stands for. https://t.co/5QHwMQg6av
2016-07-18 22:22:57	@davidharsanyi Trump is grossly incompetent? An Idiot? Not a serious candidate? Incapable of doing anything remotely serous? He is a loser
2016-07-18 01:05:19	. #TRUMP MIXES UP 9/11 WITH 7/11 . FOR HIM, SEPTEMBER 11 WAS NOTHING BUT A CONVENIENT STORY . #OPTRUMP #ANONYMOUS . https://t.co/zbRutIxkt3
2016-07-18 17:25:11	'Dump Trump' Effort to Change Rules Thwarted: Republican Convention https://t.co/CfnQoRm1YV
2016-07-18 09:26:06	Scott Baio, Melania Trump to Speak on 'Make America Safe Again' Day: Republican Convention Blog https://t.co/3W683Nl5Yp
2016-07-18 19:11:49	RT @auritech Seriously, does anyone trust Donald Trump in a situation where the lives of so many people are on the line? #gopconvention #RNCinCLE
2016-07-18 17:10:02	RT @trump2021 Never Trump people are isis state get out of there https://t.co/LmlYmxTfYH
